Date	Order ID	SKU	Transaction type	Payment Type	Payment Detail	Amount	Quantity	Product Title
Oct 25, 2018	113-2429935-0793815	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-0543617-5987428	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-0543617-5987428	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-0543617-5987428	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-0543617-5987428	3W-BPE9-F9IR	Order Payment	Promo rebates		$0.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-0543617-5987428	3W-BPE9-F9IR	Order Payment	Promo rebates	Shipping	$-0.35		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-0543617-5987428	3W-BPE9-F9IR	Order Payment	Other	Shipping	$0.35		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	111-9526177-3007435	8G-X7W0-6URW	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-4.71		Pyrex 6-Ounce Custard Cups, Set of 4
Oct 25, 2018	111-9526177-3007435	8G-X7W0-6URW	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.27		Pyrex 6-Ounce Custard Cups, Set of 4
Oct 25, 2018	111-9526177-3007435	8G-X7W0-6URW	Order Payment	Product charges		$15.10	1	Pyrex 6-Ounce Custard Cups, Set of 4
Oct 25, 2018	111-9526177-3007435	8G-X7W0-6URW	Order Payment	Other	Product Tax	$1.33		Pyrex 6-Ounce Custard Cups, Set of 4
Oct 25, 2018	113-9896351-0689067	UC-6NZR-J43C	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 25, 2018	113-9896351-0689067	UC-6NZR-J43C	Order Payment	Amazon fees	Referral Fee on Item Price	$-7.95		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 25, 2018	113-9896351-0689067	UC-6NZR-J43C	Order Payment	Product charges		$52.99	1	HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 25, 2018	113-9896351-0689067	UC-6NZR-J43C	Order Payment	Promo rebates		$0.00	1	HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 25, 2018	113-9896351-0689067	UC-6NZR-J43C	Order Payment	Promo rebates	Shipping	$-4.90		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 25, 2018	113-9896351-0689067	UC-6NZR-J43C	Order Payment	Other	Shipping	$4.90		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 25, 2018	113-5126576-6743424	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	113-5126576-6743424	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.37		Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	113-5126576-6743424	SN-Z9YH-LPU6	Order Payment	Product charges		$15.80	1	Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	111-7762429-9777049	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	111-7762429-9777049	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.37		Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	111-7762429-9777049	SN-Z9YH-LPU6	Order Payment	Product charges		$15.80	1	Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	112-1628192-4423445	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	112-1628192-4423445	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	112-1628192-4423445	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-1167755-3170608	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-1167755-3170608	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-1167755-3170608	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-1167755-3170608	3W-BPE9-F9IR	Order Payment	Other	Product Tax	$0.79		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	111-3276808-0016262	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	111-3276808-0016262	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-4.74		Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	111-3276808-0016262	SN-Z9YH-LPU6	Order Payment	Product charges		$15.82	1	Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	111-3276808-0016262	SN-Z9YH-LPU6	Order Payment	Product charges		$15.82	1	Exederm Shampoo, 8 fl. Ounce
Oct 25, 2018	114-0744476-6628216	UC-6NZR-J43C	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 25, 2018	114-0744476-6628216	UC-6NZR-J43C	Order Payment	Amazon fees	Referral Fee on Item Price	$-7.95		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 25, 2018	114-0744476-6628216	UC-6NZR-J43C	Order Payment	Product charges		$52.99	1	HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 25, 2018	113-6089385-1041068	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-6089385-1041068	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 25, 2018	113-6089385-1041068	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	111-0748815-3746664	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Oct 24, 2018	111-0748815-3746664	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.37		Exederm Shampoo, 8 fl. Ounce
Oct 24, 2018	111-0748815-3746664	SN-Z9YH-LPU6	Order Payment	Product charges		$15.82	1	Exederm Shampoo, 8 fl. Ounce
Oct 24, 2018	111-0748815-3746664	SN-Z9YH-LPU6	Order Payment	Other	Product Tax	$1.22		Exederm Shampoo, 8 fl. Ounce
Oct 24, 2018	111-3067370-8637847	UC-6NZR-J43C	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 24, 2018	111-3067370-8637847	UC-6NZR-J43C	Order Payment	Amazon fees	Referral Fee on Item Price	$-7.95		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 24, 2018	111-3067370-8637847	UC-6NZR-J43C	Order Payment	Product charges		$52.99	1	HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Oct 24, 2018	113-2328395-7770643	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	113-2328395-7770643	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	113-2328395-7770643	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	112-1050028-6587412	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	112-1050028-6587412	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	112-1050028-6587412	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	111-0453683-5206666	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	111-0453683-5206666	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-3.00		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	111-0453683-5206666	3W-BPE9-F9IR	Order Payment	Product charges		$20.00	2	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	114-5785000-1850652	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	114-5785000-1850652	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	114-5785000-1850652	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018			Other	Other	Current Reserve Amount 	$-2,221.40		
Oct 24, 2018			Other	Other	Previous Reserve Amount Balance 	$2,221.40		
Oct 24, 2018	111-6479410-1429867	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	111-6479410-1429867	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	111-6479410-1429867	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	112-7073211-7575421	5F-Z3X8-PLQ8	Order Payment	Amazon fees	Closing fee	$-1.80		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 24, 2018	112-7073211-7575421	5F-Z3X8-PLQ8	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 24, 2018	112-7073211-7575421	5F-Z3X8-PLQ8	Order Payment	Amazon fees	Referral Fee on Item Price	$-6.90		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 24, 2018	112-7073211-7575421	5F-Z3X8-PLQ8	Order Payment	Product charges		$45.99	1	DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 24, 2018			Other	Other	Previous Reserve Amount Balance 	$2,181.99		
Oct 24, 2018			Other	Other	Current Reserve Amount 	$-2,181.99		
Oct 24, 2018	112-0255651-3306653	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	112-0255651-3306653	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	112-0255651-3306653	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	112-7233266-7769827	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	112-7233266-7769827	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	112-7233266-7769827	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	112-6444892-4375445	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	112-6444892-4375445	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	112-6444892-4375445	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 24, 2018	111-9591372-9840266	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	111-9591372-9840266	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 24, 2018	111-9591372-9840266	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-6867703-4539416	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-6867703-4539416	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-6867703-4539416	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	112-0021306-3513051	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	112-0021306-3513051	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	112-0021306-3513051	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	112-0021306-3513051	3W-BPE9-F9IR	Order Payment	Other	Product Tax	$0.79		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-1775706-0447446	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-1775706-0447446	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-1775706-0447446	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	112-8093552-4151463	5F-Z3X8-PLQ8	Order Payment	Amazon fees	Closing fee	$-1.80		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	112-8093552-4151463	5F-Z3X8-PLQ8	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	112-8093552-4151463	5F-Z3X8-PLQ8	Order Payment	Amazon fees	Referral Fee on Item Price	$-6.90		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	112-8093552-4151463	5F-Z3X8-PLQ8	Order Payment	Product charges		$45.99	1	DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	113-5296721-3104265	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-5296721-3104265	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-5296721-3104265	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-7680198-4265814	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-7680198-4265814	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-7680198-4265814	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-9020530-3581052	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-12.76		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-9020530-3581052	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-9.60		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-9020530-3581052	YL-ODHG-X4FA	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.15		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-9020530-3581052	YL-ODHG-X4FA	Order Payment	Product charges		$63.92	4	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-9020530-3581052	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$5.28		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	111-0816642-4188218	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-0816642-4188218	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-0816642-4188218	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-0816642-4188218	3W-BPE9-F9IR	Order Payment	Promo rebates		$0.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-0816642-4188218	3W-BPE9-F9IR	Order Payment	Promo rebates	Shipping	$-0.08		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-0816642-4188218	3W-BPE9-F9IR	Order Payment	Other	Shipping	$0.08		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-2745191-0141038	5F-Z3X8-PLQ8	Order Payment	Amazon fees	Closing fee	$-1.80		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	111-2745191-0141038	5F-Z3X8-PLQ8	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	111-2745191-0141038	5F-Z3X8-PLQ8	Order Payment	Amazon fees	Referral Fee on Item Price	$-6.90		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	111-2745191-0141038	5F-Z3X8-PLQ8	Order Payment	Product charges		$45.99	1	DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	111-4715504-7792221	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-4715504-7792221	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-4715504-7792221	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-4621544-7189801	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-4621544-7189801	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-4621544-7189801	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-7622073-1558615	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-7622073-1558615	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-7622073-1558615	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	112-3984437-2849059	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	112-3984437-2849059	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	112-3984437-2849059	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-1750125-9336204	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-1750125-9336204	3W-BPE9-F9IR	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.50		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	113-1750125-9336204	3W-BPE9-F9IR	Order Payment	Product charges		$10.00	1	JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
Oct 23, 2018	111-4829782-2863410	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	111-4829782-2863410	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	111-4829782-2863410	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Oct 23, 2018	113-9892135-0810634	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-31.90		Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	113-9892135-0810634	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-19.70		Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	113-9892135-0810634	SN-Z9YH-LPU6	Order Payment	Amazon fees	Shipping Chargeback	$-39.90		Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	113-9892135-0810634	SN-Z9YH-LPU6	Order Payment	Product charges		$39.30	3	Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	113-9892135-0810634	SN-Z9YH-LPU6	Order Payment	Product charges		$39.30	3	Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	113-9892135-0810634	SN-Z9YH-LPU6	Order Payment	Product charges		$52.40	4	Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	113-9892135-0810634	SN-Z9YH-LPU6	Order Payment	Other	Shipping	$39.90		Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	114-5652963-6175438	5F-Z3X8-PLQ8	Order Payment	Amazon fees	Closing fee	$-3.60		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	114-5652963-6175438	5F-Z3X8-PLQ8	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	114-5652963-6175438	5F-Z3X8-PLQ8	Order Payment	Amazon fees	Referral Fee on Item Price	$-13.80		DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	114-5652963-6175438	5F-Z3X8-PLQ8	Order Payment	Product charges		$45.99	1	DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	114-5652963-6175438	5F-Z3X8-PLQ8	Order Payment	Product charges		$45.99	1	DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Oct 23, 2018	114-2033918-4627408	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	114-2033918-4627408	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.97		Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	114-2033918-4627408	SN-Z9YH-LPU6	Order Payment	Product charges		$13.10	1	Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	114-2033918-4627408	SN-Z9YH-LPU6	Order Payment	Promo rebates		$0.00	1	Exederm Shampoo, 8 fl. Ounce
Oct 23, 2018	113-9940718-8211435	3W-BPE9-F9IR	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		JoJo Siwa Brite Beatz Toothbrush Playing Music & Light Up
